jugador,diferencia_valor,valor_actual,valor_anterior,puja_maxima_rentable,propietario,fecha,diferencia_valor_fmt,valor_actual_fmt,valor_anterior_fmt,puja_maxima_rentable_fmt
Diego Pampin,-7052,495549,502601,553276,,2025-09-02,-7.052,495.549,502.601,553.276
Ovie Ejaria,-7052,495549,502601,553276,,2025-09-02,-7.052,495.549,502.601,553.276
Lamine Gueye,-7052,495549,502601,553276,,2025-09-02,-7.052,495.549,502.601,553.276
Dani Perez,-7058,495692,502750,553465,,2025-09-02,-7.058,495.692,502.750,553.465
Alejandro Iturbe,-7285,501156,508441,560736,,2025-09-02,-7.285,501.156,508.441,560.736
Martim Neto,-7338,2357565,2364903,2250760,,2025-09-02,-7.338,2.357.565,2.364.903,2.250.760
Alex Fores,-7477,505756,513233,566859,,2025-09-02,-7.477,505.756,513.233,566.859
Dani Cardenas,-7593,508547,516140,570570,,2025-09-02,-7.593,508.547,516.140,570.570
Cristian Rivero,-7808,513674,521482,577395,,2025-09-02,-7.808,513.674,521.482,577.395
Thiago Pitarch,-8268,524746,533014,590461,,2025-09-02,-8.268,524.746,533.014,590.461
Youssef Enriquez,-8535,531153,539688,600655,,2025-09-02,-8.535,531.153,539.688,600.655
Jesus Fortea,-8830,538227,547057,610069,,2025-09-02,-8.830,538.227,547.057,610.069
Marcao,-9486,553965,563451,631013,,2025-09-02,-9.486,553.965,563.451,631.013
Marco Esteban,-9499,554280,563779,631432,,2025-09-02,-9.499,554.280,563.779,631.432
Bambo Diaby,-9637,557561,567198,635800,,2025-09-02,-9.637,557.561,567.198,635.800
Miguel Angel Rubio,-10606,1890908,1901514,1741178,,2025-09-02,-10.606,1.890.908,1.901.514,1.741.178
Diego Aguado,-10737,583987,594724,670964,,2025-09-02,-10.737,583.987,594.724,670.964
Jiri Letacek,-10905,588016,598921,676327,,2025-09-02,-10.905,588.016,598.921,676.327
Javi Llabres,-10986,589934,600920,678880,,2025-09-02,-10.986,589.934,600.920,678.880
Adama Boiro,-11800,609479,621279,704890,,2025-09-02,-11.800,609.479,621.279,704.890
Manu Bueno,-11946,613007,624953,709584,,2025-09-02,-11.946,613.007,624.953,709.584
Paco Cortes,-11946,613007,624953,709584,,2025-09-02,-11.946,613.007,624.953,709.584
Omar Falah,-11946,613007,624953,709584,,2025-09-02,-11.946,613.007,624.953,709.584
Rahim Alhassane,-11973,1350542,1362515,1572901,,2025-09-02,-11.973,1.350.542,1.362.515,1.572.901
Albert Niculaesei,-12029,615012,627041,712252,,2025-09-02,-12.029,615.012,627.041,712.252
David Lopez,-12165,618232,630397,716537,,2025-09-02,-12.165,618.232,630.397,716.537
Adrian De La Fuente,-12530,627037,639567,690617,,2025-09-02,-12.530,627.037,639.567,690.617
Victor Parada,-12928,976539,989467,915393,Carre,2025-09-02,-12.928,976.539,989.467,915.393
Ivan Cuellar,-13546,651416,664962,760697,,2025-09-02,-13.546,651.416,664.962,760.697
Oier Luengo,-13671,654414,668085,764686,,2025-09-02,-13.671,654.414,668.085,764.686
Marc Vidal,-13787,657184,670971,768372,,2025-09-02,-13.787,657.184,670.971,768.372
John Chetauya,-13852,658732,672584,765147,,2025-09-02,-13.852,658.732,672.584,765.147
Carlos Espi,-14393,671736,686129,787738,,2025-09-02,-14.393,671.736,686.129,787.738
Moussa Diarra,-14852,682755,697607,802404,,2025-09-02,-14.852,682.755,697.607,802.404
Juan Musso,-14982,685871,700853,805913,,2025-09-02,-14.982,685.871,700.853,805.913
Davinchi,-15320,1689157,1704477,1588967,,2025-09-02,-15.320,1.689.157,1.704.477,1.588.967
Lucas Bergstrom,-15536,699165,714701,0,,2025-09-02,-15.536,699.165,714.701,0
Mourad Daoudi,-15570,699985,715555,825332,,2025-09-02,-15.570,699.985,715.555,825.332
Antonio Lato,-16870,731177,748047,865803,,2025-09-02,-16.870,731.177,748.047,865.803
Carlos Martin,-16925,732518,749443,866975,,2025-09-02,-16.925,732.518,749.443,866.975
Unai Elgezabal,-17313,785585,802898,843050,,2025-09-02,-17.313,785.585,802.898,843.050
Angel Fortuño,-17317,741904,759221,879670,,2025-09-02,-17.317,741.904,759.221,879.670
Adrian San Miguel,-17843,754527,772370,883465,,2025-09-02,-17.843,754.527,772.370,883.465
Brandon Domingues,-17922,756429,774351,900444,,2025-09-02,-17.922,756.429,774.351,900.444
Alejandro Rego,-19314,789851,809165,944919,,2025-09-02,-19.314,789.851,809.165,944.919
Jozhua Vertrouwd,-19358,790873,810231,946283,,2025-09-02,-19.358,790.873,810.231,946.283
Abdul Mumin,-19513,794599,814112,951240,,2025-09-02,-19.513,794.599,814.112,951.240
Iker Benito,-20512,818560,839072,983128,,2025-09-02,-20.512,818.560,839.072,983.128
Tanguy Nianzou,-20922,828441,849363,996276,,2025-09-02,-20.922,828.441,849.363,996.276
Jorge Cabello,-20986,875932,896918,916388,Enric,2025-09-02,-20.986,875.932,896.918,916.388
Jon Ander Olasagasti,-21409,840110,861519,1011278,,2025-09-02,-21.409,840.110,861.519,1.011.278
Abde Rebbach,-21418,840103,861521,923686,,2025-09-02,-21.418,840.103,861.521,923.686
Franco Cervi,-21842,850500,872342,1018680,,2025-09-02,-21.842,850.500,872.342,1.018.680
Nikola Maras,-22410,864115,886525,1043751,,2025-09-02,-22.410,864.115,886.525,1.043.751
Brahim Diaz,-22483,19786394,19808877,18062206,,2025-09-02,-22.483,19.786.394,19.808.877,18.062.206
Alejandro Primo,-22536,867170,889706,1039669,,2025-09-02,-22.536,867.170,889.706,1.039.669
Kike Barja,-23118,881129,904247,1066391,,2025-09-02,-23.118,881.129,904.247,1.066.391
Leo Petrot,-23838,898428,922266,1053850,,2025-09-02,-23.838,898.428,922.266,1.053.850
Ivan Villar,-24085,904335,928420,1089317,,2025-09-02,-24.085,904.335,928.420,1.089.317
Ilyas Chaira,-24242,3628975,3653217,3242511,,2025-09-02,-24.242,3.628.975,3.653.217,3.242.511
Pol Lozano,-24983,1500895,1525878,1747466,,2025-09-02,-24.983,1.500.895,1.525.878,1.747.466
Ismael Bekhoucha,-25794,1055484,1081278,1287234,,2025-09-02,-25.794,1.055.484,1.081.278,1.287.234
Victor Muñoz,-25876,2545687,2571563,2369794,,2025-09-02,-25.876,2.545.687,2.571.563,2.369.794
Pep Chavarria,-25879,3635447,3661326,3476836,,2025-09-02,-25.879,3.635.447,3.661.326,3.476.836
Oriol Rey,-26033,1278532,1304565,1271591,,2025-09-02,-26.033,1.278.532,1.304.565,1.271.591
Josan Ferrandez,-26524,962863,989387,1175161,,2025-09-02,-26.524,962.863,989.387,1.175.161
Unai Gomez,-26962,973405,1000367,1189188,,2025-09-02,-26.962,973.405,1.000.367,1.189.188
Unai Vencedor,-26975,973688,1000663,1189566,,2025-09-02,-26.975,973.688,1.000.663,1.189.566
Alberto Reina,-27024,1414180,1441204,1700827,,2025-09-02,-27.024,1.414.180,1.441.204,1.700.827
Jose Salinas,-27096,976591,1003687,1193430,,2025-09-02,-27.096,976.591,1.003.687,1.193.430
Alejandro Frances,-27111,976972,1004083,1192629,,2025-09-02,-27.111,976.972,1.004.083,1.192.629
Damian Rodriguez,-27788,993212,1021000,1210786,,2025-09-02,-27.788,993.212,1.021.000,1.210.786
Omar Mascarell,-28358,1006901,1035259,1151551,,2025-09-02,-28.358,1.006.901,1.035.259,1.151.551
Iker Muñoz,-28401,1007923,1036324,1235125,,2025-09-02,-28.401,1.007.923,1.036.324,1.235.125
Jon Gorrotxategi,-28675,2066192,2094867,2317439,,2025-09-02,-28.675,2.066.192,2.094.867,2.317.439
Abdon Prats,-29174,1026487,1055661,1256397,,2025-09-02,-29.174,1.026.487,1.055.661,1.256.397
Victor Garcia,-29385,1031525,1060910,1262488,,2025-09-02,-29.385,1.031.525,1.060.910,1.262.488
Beñat Prados,-30154,1485640,1515794,1764902,,2025-09-02,-30.154,1.485.640,1.515.794,1.764.902
 Miguel Narvaez,-30171,1050420,1080591,1277215,,2025-09-02,-30.171,1.050.420,1.080.591,1.277.215
Abel Bretones,-30203,1051181,1081384,1277460,,2025-09-02,-30.203,1.051.181,1.081.384,1.277.460
Pablo Garcia,-30579,3731966,3762545,3933918,,2025-09-02,-30.579,3.731.966,3.762.545,3.933.918
Alvaro Odriozola,-30589,1060453,1091042,1304908,,2025-09-02,-30.589,1.060.453,1.091.042,1.304.908
Mario Martin,-30686,1563291,1593977,1778934,,2025-09-02,-30.686,1.563.291,1.593.977,1.778.934
Hugo Rincon,-30826,1066106,1096932,1294707,,2025-09-02,-30.826,1.066.106,1.096.932,1.294.707
Aitor Fernandez,-30957,1069268,1100225,1296709,,2025-09-02,-30.957,1.069.268,1.100.225,1.296.709
Pablo Campos,-31290,2951094,2982384,2634983,,2025-09-02,-31.290,2.951.094,2.982.384,2.634.983
Luka Ilic,-31345,1783430,1814775,2052439,,2025-09-02,-31.345,1.783.430,1.814.775,2.052.439
Mikel Vesga,-32583,1187412,1219995,1422970,,2025-09-02,-32.583,1.187.412,1.219.995,1.422.970
Manuel Morlanes,-32666,1179844,1212510,1427270,,2025-09-02,-32.666,1.179.844,1.212.510,1.427.270
Eray Comert,-32685,1110730,1143415,1371937,,2025-09-02,-32.685,1.110.730,1.143.415,1.371.937
Jeremy Toljan,-33584,2341056,2374640,2494029,,2025-09-02,-33.584,2.341.056,2.374.640,2.494.029
Calebe Gonçalves,-34047,1143407,1177454,1371158,,2025-09-02,-34.047,1.143.407,1.177.454,1.371.158
 Ali Houary,-34071,1144013,1178084,1394241,,2025-09-02,-34.071,1.144.013,1.178.084,1.394.241
Antonio Sanchez,-34080,1144218,1178298,1399883,,2025-09-02,-34.080,1.144.218,1.178.298,1.399.883
Adria Pedrosa,-34224,1235847,1270071,1506348,,2025-09-02,-34.224,1.235.847,1.270.071,1.506.348
Jose Manuel Copete,-34400,3817847,3852247,3466551,Enric,2025-09-02,-34.400,3.817.847,3.852.247,3.466.551
Denis Suarez,-34427,1243042,1277469,1494921,,2025-09-02,-34.427,1.243.042,1.277.469,1.494.921
Juan Iglesias,-34481,2422359,2456840,2265958,,2025-09-02,-34.481,2.422.359,2.456.840,2.265.958
Horatiu Moldovan,-34502,1154326,1188828,1412763,,2025-09-02,-34.502,1.154.326,1.188.828,1.412.763
Pau Navarro,-34791,1161290,1196081,1435692,,2025-09-02,-34.791,1.161.290,1.196.081,1.435.692
Lucas Torro,-34971,3479231,3514202,3647562,,2025-09-02,-34.971,3.479.231,3.514.202,3.647.562
Jones El-Abdellaoui,-34996,1166202,1201198,1438062,,2025-09-02,-34.996,1.166.202,1.201.198,1.438.062
Cyle Larin,-35689,1182806,1218495,1465619,,2025-09-02,-35.689,1.182.806,1.218.495,1.465.619
Juan Carlos Martin,-35890,1187676,1223566,1455813,,2025-09-02,-35.890,1.187.676,1.223.566,1.455.813
Nico Serrano,-36090,1192431,1228521,1479283,,2025-09-02,-36.090,1.192.431,1.228.521,1.479.283
Javi Lopez,-36333,1318596,1354929,1619355,,2025-09-02,-36.333,1.318.596,1.354.929,1.619.355
Marash Kumbulla,-36657,2188399,2225056,2359273,,2025-09-02,-36.657,2.188.399,2.225.056,2.359.273
Lucas Ahijado,-36956,1213253,1250209,1507780,,2025-09-02,-36.956,1.213.253,1.250.209,1.507.780
Randy Nteka,-37783,1232362,1270145,1468816,,2025-09-02,-37.783,1.232.362,1.270.145,1.468.816
Jon Karrikaburu,-37795,1233374,1271169,1530155,,2025-09-02,-37.795,1.233.374,1.271.169,1.530.155
Pedro Diaz,-37997,2144547,2182544,2446717,,2025-09-02,-37.997,2.144.547,2.182.544,2.446.717
Jofre Carreras,-38080,1240228,1278308,1525556,,2025-09-02,-38.080,1.240.228,1.278.308,1.525.556
Urko Izeta,-39353,1270783,1310136,1582369,,2025-09-02,-39.353,1.270.783,1.310.136,1.582.369
Mateu Morey,-39692,2137878,2177570,2150630,,2025-09-02,-39.692,2.137.878,2.177.570,2.150.630
Roger Brugue,-40129,1581719,1621848,1740588,,2025-09-02,-40.129,1.581.719,1.621.848,1.740.588
Dro FernáNdez,-40174,1351442,1391616,1625705,,2025-09-02,-40.174,1.351.442,1.391.616,1.625.705
Kwasi Sibo,-40707,1791518,1832225,1915658,,2025-09-02,-40.707,1.791.518,1.832.225,1.915.658
Oscar Valentin,-40997,1310225,1351222,1625275,,2025-09-02,-40.997,1.310.225,1.351.222,1.625.275
Ilias Akhomach,-41865,1674183,1716048,1916511,,2025-09-02,-41.865,1.674.183,1.716.048,1.916.511
Abel Ruiz,-42971,1357588,1400559,1699584,,2025-09-02,-42.971,1.357.588,1.400.559,1.699.584
Williot Swedberg,-43350,1484821,1528171,1810110,,2025-09-02,-43.350,1.484.821,1.528.171,1.810.110
Peque,-43998,1439247,1483245,1767582,,2025-09-02,-43.998,1.439.247,1.483.245,1.767.582
Alfonso Espino,-44487,1425156,1469643,1746353,,2025-09-02,-44.487,1.425.156,1.469.643,1.746.353
Logan Costa,-44727,1399764,1444491,1756173,,2025-09-02,-44.727,1.399.764,1.444.491,1.756.173
Salomon Rondon,-45535,1768061,1813596,1971410,,2025-09-02,-45.535,1.768.061,1.813.596,1.971.410
Raul Garcia,-45770,1546577,1592347,1883570,,2025-09-02,-45.770,1.546.577,1.592.347,1.883.570
Unai Lopez,-45902,3226835,3272737,2900804,,2025-09-02,-45.902,3.226.835,3.272.737,2.900.804
Samu Costa,-45934,2101486,2147420,2533518,,2025-09-02,-45.934,2.101.486,2.147.420,2.533.518
Aritz Elustondo,-46147,1437106,1483253,1758217,,2025-09-02,-46.147,1.437.106,1.483.253,1.758.217
Jorge Herrando,-47294,1461329,1508623,1804794,,2025-09-02,-47.294,1.461.329,1.508.623,1.804.794
Alex Padilla,-47405,1463767,1511172,1798338,,2025-09-02,-47.405,1.463.767,1.511.172,1.798.338
Aihen Muñoz,-47664,1840103,1887767,2153161,,2025-09-02,-47.664,1.840.103,1.887.767,2.153.161
Joel Roca,-48142,2505793,2553935,2940052,,2025-09-02,-48.142,2.505.793,2.553.935,2.940.052
Angel Ortiz,-48709,1851662,1900371,2294607,,2025-09-02,-48.709,1.851.662,1.900.371,2.294.607
Baptiste Santamaria,-49873,4294593,4344466,4831639,,2025-09-02,-49.873,4.294.593,4.344.466,4.831.639
Mathew Ryan,-49900,3221259,3271159,0,,2025-09-02,-49.900,3.221.259,3.271.159,0
Gerard Gumbau,-50028,1526954,1576982,1907092,,2025-09-02,-50.028,1.526.954,1.576.982,1.907.092
Cristian Portu,-50054,1630931,1680985,1972292,,2025-09-02,-50.054,1.630.931,1.680.985,1.972.292
Willy Kambwala,-50195,1530990,1581185,1927126,,2025-09-02,-50.195,1.530.990,1.581.185,1.927.126
Iker Losada,-50593,1540521,1591114,1887659,,2025-09-02,-50.593,1.540.521,1.591.114,1.887.659
Eric Bailly,-51118,1929957,1981075,2221454,,2025-09-02,-51.118,1.929.957,1.981.075,2.221.454
Dani Ceballos,-53235,2530676,2583911,2951493,,2025-09-02,-53.235,2.530.676,2.583.911,2.951.493
Carlos Benavidez,-53457,1609248,1662705,2017968,,2025-09-02,-53.457,1.609.248,1.662.705,2.017.968
Santiago Colombatto,-53890,1629194,1683084,2027570,,2025-09-02,-53.890,1.629.194,1.683.084,2.027.570
Pablo Martinez,-54083,2251413,2305496,2371859,,2025-09-02,-54.083,2.251.413,2.305.496,2.371.859
Federico Viñas,-54117,2654507,2708624,3242607,,2025-09-02,-54.117,2.654.507,2.708.624,3.242.607
Matias Moreno,-55391,1655674,1711065,2078022,,2025-09-02,-55.391,1.655.674,1.711.065,2.078.022
Jon Pacheco,-56479,1732239,1788718,2128363,,2025-09-02,-56.479,1.732.239,1.788.718,2.128.363
Maroan Sannadi,-57515,6381952,6439467,5525150,,2025-09-02,-57.515,6.381.952,6.439.467,5.525.150
Tyrhys Dolan,-57969,3889911,3947880,4269415,,2025-09-02,-57.969,3.889.911,3.947.880,4.269.415
Urko Gonzalez De Zarate,-58093,2204323,2262416,2642860,,2025-09-02,-58.093,2.204.323,2.262.416,2.642.860
Ander Guevara,-58464,1845308,1903772,2231610,,2025-09-02,-58.464,1.845.308,1.903.772,2.231.610
Joseph Aidoo,-58627,1732874,1791501,2174897,,2025-09-02,-58.627,1.732.874,1.791.501,2.174.897
Alberto Moleiro,-60449,17890278,17950727,18020413,,2025-09-02,-60.449,17.890.278,17.950.727,18.020.413
Mateo Joseph,-60893,2778971,2839864,3238624,,2025-09-02,-60.893,2.778.971,2.839.864,3.238.624
Donny Van De Beek,-61054,1803020,1864074,2274889,,2025-09-02,-61.054,1.803.020,1.864.074,2.274.889
Takuma Asano,-61879,1879175,1941054,2307561,,2025-09-02,-61.879,1.879.175,1.941.054,2.307.561
Alvaro Valles,-62974,12337806,12400780,13044569,,2025-09-02,-62.974,12.337.806,12.400.780,13.044.569
Adria Altimira,-63558,1909087,1972645,2398673,,2025-09-02,-63.558,1.909.087,1.972.645,2.398.673
Santi Comesaña,-64898,6399093,6463991,6553168,Adri,2025-09-02,-64.898,6.399.093,6.463.991,6.553.168
Beñat Turrientes,-65159,2312277,2377436,2721826,,2025-09-02,-65.159,2.312.277,2.377.436,2.721.826
Orri Steinn Oskarsson,-65927,5114922,5180849,4663720,Swedish,2025-09-02,-65.927,5.114.922,5.180.849,4.663.720
Andriy Lunin,-68490,2501625,2570115,3036756,,2025-09-02,-68.490,2.501.625,2.570.115,3.036.756
Sergio Camello,-68546,2285936,2354482,2773094,,2025-09-02,-68.546,2.285.936,2.354.482,2.773.094
Luiz Felipe,-68820,5350403,5419223,6027987,,2025-09-02,-68.820,5.350.403,5.419.223,6.027.987
Chimy Avila,-71765,2322415,2394180,2829895,,2025-09-02,-71.765,2.322.415,2.394.180,2.829.895
Marc Roca,-71866,2380167,2452033,2902204,,2025-09-02,-71.866,2.380.167,2.452.033,2.902.204
Jon Guridi,-72155,3046621,3118776,3409930,,2025-09-02,-72.155,3.046.621,3.118.776,3.409.930
Ivan Balliu,-72176,2183643,2255819,2733543,,2025-09-02,-72.176,2.183.643,2.255.819,2.733.543
Nahuel Molina,-72229,2473731,2545960,2901015,,2025-09-02,-72.229,2.473.731,2.545.960,2.901.015
Arsen Zakharyan,-73183,2212433,2285616,2775725,,2025-09-02,-73.183,2.212.433,2.285.616,2.775.725
Cucho Hernandez,-73964,9731705,9805669,9661936,,2025-09-02,-73.964,9.731.705,9.805.669,9.661.936
Christian Stuani,-74017,2385736,2459753,2884273,,2025-09-02,-74.017,2.385.736,2.459.753,2.884.273
Arnau Martinez,-76417,2300100,2376517,2867224,,2025-09-02,-76.417,2.300.100,2.376.517,2.867.224
Iñigo Lekue,-76538,2279526,2356064,2863058,,2025-09-02,-76.538,2.279.526,2.356.064,2.863.058
Rodrygo Goes,-78585,17511748,17590333,16575801,,2025-09-02,-78.585,17.511.748,17.590.333,16.575.801
Josip Brekalo,-80947,2468670,2549617,3067723,,2025-09-02,-80.947,2.468.670,2.549.617,3.067.723
Thomas Lemar,-81118,3650191,3731309,4264849,,2025-09-02,-81.118,3.650.191,3.731.309,4.264.849
Clement Lenglet,-83439,4155843,4239282,4814401,,2025-09-02,-83.439,4.155.843,4.239.282,4.814.401
Djibril Sow,-83703,2561761,2645464,3156562,,2025-09-02,-83.703,2.561.761,2.645.464,3.156.562
Martin Valjent,-83896,7077548,7161444,7325082,,2025-09-02,-83.896,7.077.548,7.161.444,7.325.082
Pablo Maffeo,-84342,2648908,2733250,3281119,,2025-09-02,-84.342,2.648.908,2.733.250,3.281.119
Oscar Trejo,-84663,2536186,2620849,3145338,,2025-09-02,-84.663,2.536.186,2.620.849,3.145.338
Pablo Ibañez,-85454,2923097,3008551,3543905,,2025-09-02,-85.454,2.923.097,3.008.551,3.543.905
Andreas Christensen,-85727,5837735,5923462,6871957,,2025-09-02,-85.727,5.837.735,5.923.462,6.871.957
Eder Militao,-87054,36935723,37022777,38747586,,2025-09-02,-87.054,36.935.723,37.022.777,38.747.586
Dakonam Djene,-87273,12897798,12985071,13792868,Carre,2025-09-02,-87.273,12.897.798,12.985.071,13.792.868
David Alaba,-88917,3091737,3180654,3766343,,2025-09-02,-88.917,3.091.737,3.180.654,3.766.343
Alfonso Pedraza,-89241,2670974,2760215,3321742,,2025-09-02,-89.241,2.670.974,2.760.215,3.321.742
Federico Redondo,-90291,2849153,2939444,3486389,,2025-09-02,-90.291,2.849.153,2.939.444,3.486.389
Ramon Terrats,-90614,3196935,3287549,3759940,Adri,2025-09-02,-90.614,3.196.935,3.287.549,3.759.940
Pablo Marin,-95366,3614698,3710064,4237905,,2025-09-02,-95.366,3.614.698,3.710.064,4.237.905
Javi Galan,-97579,3128095,3225674,3782571,,2025-09-02,-97.579,3.128.095,3.225.674,3.782.571
Endrick,-99493,3207574,3307067,3961801,,2025-09-02,-99.493,3.207.574,3.307.067,3.961.801
Fran Beltran,-99564,3171786,3271350,3708647,,2025-09-02,-99.564,3.171.786,3.271.350,3.708.647
Marc Casado,-100850,3794336,3895186,4356586,,2025-09-02,-100.850,3.794.336,3.895.186,4.356.586
Andoni Gorosabel,-102086,3186240,3288326,3940974,,2025-09-02,-102.086,3.186.240,3.288.326,3.940.974
Stole Dimitrievski,-102599,3204930,3307529,3950575,,2025-09-02,-102.599,3.204.930,3.307.529,3.950.575
Abde Ezzalzouli,-103707,3516516,3620223,4320569,,2025-09-02,-103.707,3.516.516,3.620.223,4.320.569
Andrei Ratiu,-104781,15567204,15671985,16422097,,2025-09-02,-104.781,15.567.204,15.671.985,16.422.097
Marc Pubill,-104801,3226709,3331510,3987020,,2025-09-02,-104.801,3.226.709,3.331.510,3.987.020
Thierry Correia,-105396,3147773,3253169,3964570,,2025-09-02,-105.396,3.147.773,3.253.169,3.964.570
Mariano Diaz,-105433,3595639,3701072,4272017,,2025-09-02,-105.433,3.595.639,3.701.072,4.272.017
Aitor Ruibal,-105950,4710929,4816879,3793098,,2025-09-02,-105.950,4.710.929,4.816.879,3.793.098
Robert Navarro,-107092,4359723,4466815,4958229,,2025-09-02,-107.092,4.359.723,4.466.815,4.958.229
Adnan Januzaj,-107758,3148208,3255966,3981743,,2025-09-02,-107.758,3.148.208,3.255.966,3.981.743
Carl Starfelt,-108118,3212100,3320218,4039997,,2025-09-02,-108.118,3.212.100,3.320.218,4.039.997
Diego Conde,-108321,3412780,3521101,4196540,,2025-09-02,-108.321,3.412.780,3.521.101,4.196.540
Marcos Alonso,-110725,12583623,12694348,12135138,,2025-09-02,-110.725,12.583.623,12.694.348,12.135.138
Borja Mayoral,-113759,4482418,4596177,5324663,,2025-09-02,-113.759,4.482.418,4.596.177,5.324.663
Santi Cazorla,-114475,3917822,4032297,4745037,,2025-09-02,-114.475,3.917.822,4.032.297,4.745.037
Jose Luis Morales,-116112,5024330,5140442,5262029,,2025-09-02,-116.112,5.024.330,5.140.442,5.262.029
Diego Javier Llorente,-116581,4069969,4186550,5001058,,2025-09-02,-116.581,4.069.969,4.186.550,5.001.058
Andre Silva,-116946,3920405,4037351,4619380,,2025-09-02,-116.946,3.920.405,4.037.351,4.619.380
Sheraldo Becker,-117193,3603565,3720758,4511799,,2025-09-02,-117.193,3.603.565,3.720.758,4.511.799
Ante Budimir,-118223,49561306,49679529,46507422,,2025-09-02,-118.223,49.561.306,49.679.529,46.507.422
Jude Bellingham,-118273,35993388,36111661,38399445,,2025-09-02,-118.273,35.993.388,36.111.661,38.399.445
Manu Sanchez,-119372,4037660,4157032,4592180,,2025-09-02,-119.372,4.037.660,4.157.032,4.592.180
Kike Garcia,-124443,4822572,4947015,5854387,,2025-09-02,-124.443,4.822.572,4.947.015,5.854.387
Dani Rodriguez,-124996,3872827,3997823,4694118,,2025-09-02,-124.996,3.872.827,3.997.823,4.694.118
Jon Aramburu,-126222,6122487,6248709,6543723,,2025-09-02,-126.222,6.122.487,6.248.709,6.543.723
Andre Almeida,-126303,3748387,3874690,4663884,,2025-09-02,-126.303,3.748.387,3.874.690,4.663.884
Pau Lopez,-126794,6974135,7100929,7434588,,2025-09-02,-126.794,6.974.135,7.100.929,7.434.588
Jon Martin,-127481,3802428,3929909,4644099,,2025-09-02,-127.481,3.802.428,3.929.909,4.644.099
Nelson Deossa,-128293,4497656,4625949,5502604,,2025-09-02,-128.293,4.497.656,4.625.949,5.502.604
Aimar Oroz,-131173,15551758,15682931,14848023,,2025-09-02,-131.173,15.551.758,15.682.931,14.848.023
Vedat Muriqi,-133554,20284451,20418005,22592190,,2025-09-02,-133.554,20.284.451,20.418.005,22.592.190
Florian Lejeune,-134313,15800883,15935196,17072627,,2025-09-02,-134.313,15.800.883,15.935.196,17.072.627
Umar Sadiq,-141006,4717245,4858251,5790236,,2025-09-02,-141.006,4.717.245,4.858.251,5.790.236
Valentin Gomez,-141899,4240847,4382746,5259657,,2025-09-02,-141.899,4.240.847,4.382.746,5.259.657
Ferland Mendy,-143138,4275128,4418266,5379683,,2025-09-02,-143.138,4.275.128,4.418.266,5.379.683
David Lopez,-146699,4620952,4767651,5616179,,2025-09-02,-146.699,4.620.952,4.767.651,5.616.179
Filip Ugrinic,-146918,4360945,4507863,5394428,,2025-09-02,-146.918,4.360.945,4.507.863,5.394.428
Akor Adams,-147992,4609204,4757196,5548044,,2025-09-02,-147.992,4.609.204,4.757.196,5.548.044
Iñigo Ruiz De Galarreta,-151828,9202121,9353949,8706022,,2025-09-02,-151.828,9.202.121,9.353.949,8.706.022
Duje Caleta-Car,-153609,5741192,5894801,6949579,,2025-09-02,-153.609,5.741.192,5.894.801,6.949.579
Koke Resurreccion,-161884,4968343,5130227,6136015,,2025-09-02,-161.884,4.968.343,5.130.227,6.136.015
Alex Moreno,-169240,5980220,6149460,6875932,,2025-09-02,-169.240,5.980.220,6.149.460,6.875.932
Jose Maria Gimenez,-175436,5240709,5416145,6586764,,2025-09-02,-175.436,5.240.709,5.416.145,6.586.764
Luka Sucic,-191235,5967627,6158862,7318693,,2025-09-02,-191.235,5.967.627,6.158.862,7.318.693
Ivan Martin,-192374,5994190,6186564,7429080,,2025-09-02,-192.374,5.994.190,6.186.564,7.429.080
Iago Aspas,-194226,21870278,22064504,23177348,,2025-09-02,-194.226,21.870.278,22.064.504,23.177.348
Antonio Rudiger,-195740,23060156,23255896,20209046,,2025-09-02,-195.740,23.060.156,23.255.896,20.209.046
Ferran Jutgla,-198281,8332652,8530933,8576295,,2025-09-02,-198.281,8.332.652,8.530.933,8.576.295
Luca Koleosho,-199898,6044385,6244283,7510633,,2025-09-02,-199.898,6.044.385,6.244.283,7.510.633
Javi Puado,-204251,39872069,40076320,37077477,Enric,2025-09-02,-204.251,39.872.069,40.076.320,37.077.477
Marc-Andre Ter Stegen,-211516,6290175,6501691,7899116,,2025-09-02,-211.516,6.290.175,6.501.691,7.899.116
Yangel Herrera,-211761,8016866,8228627,9852504,,2025-09-02,-211.761,8.016.866,8.228.627,9.852.504
Fran Garcia,-214626,6658509,6873135,8264553,,2025-09-02,-214.626,6.658.509,6.873.135,8.264.553
Sergi Darder,-223067,15717957,15941024,15858600,,2025-09-02,-223.067,15.717.957,15.941.024,15.858.600
Ruben Garcia,-233958,8751930,8985888,10218654,,2025-09-02,-233.958,8.751.930,8.985.888,10.218.654
Gorka Guruzeta,-237616,7377321,7614937,8963788,,2025-09-02,-237.616,7.377.321,7.614.937,8.963.788
Sergio Gomez,-239161,8022169,8261330,9497587,,2025-09-02,-239.161,8.022.169,8.261.330,9.497.587
Raul Asencio,-245890,7830419,8076309,9681828,,2025-09-02,-245.890,7.830.419,8.076.309,9.681.828
Thomas Teye,-248551,9833853,10082404,11231671,,2025-09-02,-248.551,9.833.853,10.082.404,11.231.671
Daley Blind,-254120,7644509,7898629,9439251,,2025-09-02,-254.120,7.644.509,7.898.629,9.439.251
